No.,Invoice ID,Year,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Link
761,842-40-8179,2020,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,772,4.761904762,38.6,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
762,525-09-8450,2017,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,1/31/2019,15:12,Credit card,721.3,4.761904762,36.065,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
763,410-67-1709,2019,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,1/20/2019,17:48,Ewallet,511.04,4.761904762,25.552,9.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
764,587-73-4862,2016,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,11:07,Ewallet,53.45,4.761904762,2.6725,7.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
765,787-87-2010,2022,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,222,4.761904762,11.1,6.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
766,593-14-4239,2022,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,3/5/2019,19:40,Ewallet,763.68,4.761904762,38.184,4.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
767,801-88-0346,2015,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,1/5/2019,20:30,Credit card,228.18,4.761904762,11.409,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
768,388-76-2555,2018,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,13:59,Cash,82.14,4.761904762,4.107,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
769,711-31-1234,2020,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,382.56,4.761904762,19.128,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
770,886-54-6089,2017,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,68.58,4.761904762,3.429,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
771,707-32-7409,2019,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,2/26/2019,11:58,Ewallet,382.16,4.761904762,19.108,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
772,759-98-4285,2016,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,601.09,4.761904762,30.0545,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
773,201-63-8275,2022,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,475.93,4.761904762,23.7965,5.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
774,471-06-8611,2015,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22,Credit card,52.42,4.761904762,2.621,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
775,200-16-5952,2018,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,131.3,4.761904762,6.565,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
776,120-54-2248,2020,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,144.3,4.761904762,7.215,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
777,102-77-2261,2017,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,3/5/2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
778,875-31-8302,2019,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,1/3/2019,13:07,Cash,93.38,4.761904762,4.669,9.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
779,102-06-2002,2016,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52,Cash,126.25,4.761904762,6.3125,6.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
780,457-94-0464,2022,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,790.83,4.761904762,39.5415,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
781,629-42-4133,2022,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,174.4,4.761904762,8.72,8.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
782,534-53-3526,2015,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
783,307-04-2070,2018,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2/5/2019,14:14,Credit card,30.62,4.761904762,1.531,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
784,468-99-7231,2020,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,17:36,Cash,352.08,4.761904762,17.604,8.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
785,516-77-6464,2017,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,50.8,4.761904762,2.54,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
786,404-91-5964,2019,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2/4/2019,16:09,Credit card,522.06,4.761904762,26.103,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
787,886-77-9084,2016,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,11:33,Ewallet,575.12,4.761904762,28.756,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
788,790-38-4466,2022,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,10:18,Credit card,54.95,4.761904762,2.7475,9.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
789,704-10-4056,2015,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
790,497-37-6538,2018,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
791,651-96-5970,2020,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06,Credit card,46.41,4.761904762,2.3205,4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
792,400-80-4065,2017,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,274.2,4.761904762,13.71,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
793,744-16-7898,2019,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,13:48,Credit card,973.7,4.761904762,48.685,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
794,263-12-5321,2016,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,648.2,4.761904762,32.41,9.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
795,702-72-0487,2022,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
796,605-83-1050,2022,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26,Ewallet,54.36,4.761904762,2.718,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
797,443-60-9639,2015,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,13:24,Cash,60.87,4.761904762,3.0435,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
798,864-24-7918,2018,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,244.9,4.761904762,12.245,8.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
799,359-94-5395,2020,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,3/15/2019,10:50,Credit card,92.78,4.761904762,4.639,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
800,401-09-4232,2017,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2/11/2019,18:38,Ewallet,433.45,4.761904762,21.6725,9.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
801,751-15-6198,2019,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45,Ewallet,138.06,4.761904762,6.903,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
802,324-41-6833,2016,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,241.6,4.761904762,12.08,5.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
803,474-33-8305,2022,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,471.73,4.761904762,23.5865,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
804,759-29-9521,2015,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,3/4/2019,11:27,Cash,440.64,4.761904762,22.032,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
805,831-81-6575,2018,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,680.31,4.761904762,34.0155,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
806,220-68-6701,2020,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,309.88,4.761904762,15.494,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
807,618-34-8551,2017,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
808,257-60-7754,2019,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,1/8/2019,17:12,Cash,200.92,4.761904762,10.046,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
809,559-61-5987,2016,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,10:38,Cash,17.75,4.761904762,0.8875,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
810,189-55-2313,2022,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,621.8,4.761904762,31.09,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
811,565-91-4567,2022,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,86,4.761904762,4.3,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
812,380-60-5336,2015,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
813,815-04-6282,2018,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
814,674-56-6360,2020,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,95.15,4.761904762,4.7575,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
815,778-34-2523,2017,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,10:57,Cash,388.96,4.761904762,19.448,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
816,499-27-7781,2019,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,3/14/2019,16:45,Ewallet,425.68,4.761904762,21.284,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
817,477-59-2456,2016,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,1/23/2019,11:15,Cash,318.08,4.761904762,15.904,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
818,832-51-6761,2022,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,1/19/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
819,869-11-3082,2015,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,384.64,4.761904762,19.232,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
820,190-59-3964,2018,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,235.8,4.761904762,11.79,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
821,366-43-6862,2020,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,16:32,Ewallet,211.56,4.761904762,10.578,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
822,186-43-8965,2017,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
823,784-21-9238,2019,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,14:15,Cash,10.17,4.761904762,0.5085,5.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
824,276-75-6884,2016,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
825,109-86-4363,2022,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
826,569-76-2760,2022,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
827,222-42-0244,2015,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,648.99,4.761904762,32.4495,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
828,760-53-9233,2018,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37,Credit card,123.84,4.761904762,6.192,8.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
829,538-22-0304,2020,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,3/24/2019,18:27,Cash,649.5,4.761904762,32.475,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
830,416-17-9926,2017,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,14:42,Credit card,742.2,4.761904762,37.11,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
831,237-44-6163,2019,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,1/24/2019,17:43,Cash,84.48,4.761904762,4.224,7.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
832,636-17-0325,2016,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2/25/2019,18:37,Cash,250.28,4.761904762,12.514,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
833,343-75-9322,2022,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,1/9/2019,16:34,Cash,94.8,4.761904762,4.74,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
834,528-14-9470,2015,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
835,427-45-9297,2018,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,3/12/2019,11:01,Ewallet,285.11,4.761904762,14.2555,5.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
836,807-34-3742,2020,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44,Cash,52.38,4.761904762,2.619,5.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
837,288-62-1085,2017,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,1/9/2019,13:34,Ewallet,192.7,4.761904762,9.635,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
838,670-71-7306,2019,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,1/2/2019,20:08,Credit card,267.78,4.761904762,13.389,5.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
839,660-29-7083,2016,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
840,271-77-8740,2022,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,1/1/2019,11:40,Ewallet,175.32,4.761904762,8.766,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
841,497-36-0989,2022,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
842,291-59-1384,2015,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,17:38,Cash,60.3,4.761904762,3.015,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
843,860-73-6466,2018,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,3/2/2019,16:16,Credit card,78.94,4.761904762,3.947,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
844,549-23-9016,2020,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2/13/2019,18:15,Credit card,29.74,4.761904762,1.487,8.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
845,896-34-0956,2017,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,21.32,4.761904762,1.066,5.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
846,804-38-3935,2019,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,11:32,Credit card,281.34,4.761904762,14.067,5.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
847,585-90-0249,2016,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,1/27/2019,18:08,Ewallet,73.26,4.761904762,3.663,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
848,862-29-5914,2022,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
849,845-94-6841,2015,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,1/8/2019,19:38,Cash,655.92,4.761904762,32.796,4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
850,125-45-2293,2018,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,594.6,4.761904762,29.73,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
851,843-73-4724,2020,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
852,409-33-9708,2017,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
853,658-66-3967,2019,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,15:42,Ewallet,372.33,4.761904762,18.6165,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
854,866-70-2814,2016,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2/25/2019,11:58,Ewallet,527.9,4.761904762,26.395,10,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
855,160-22-2687,2022,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,479.75,4.761904762,23.9875,8.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
856,895-03-6665,2022,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2/16/2019,10:52,Cash,328.59,4.761904762,16.4295,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
857,770-42-8960,2015,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,1/1/2019,19:31,Cash,168.96,4.761904762,8.448,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
858,748-45-2862,2018,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35,Cash,113.24,4.761904762,5.662,8.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
859,234-36-2483,2020,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2/15/2019,13:51,Cash,345.54,4.761904762,17.277,5.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
860,316-66-3011,2017,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35,Cash,428.67,4.761904762,21.4335,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
861,848-95-6252,2019,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,13:24,Ewallet,86.27,4.761904762,4.3135,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
862,840-76-5966,2016,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,1/8/2019,18:06,Ewallet,25.52,4.761904762,1.276,7.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
863,152-03-4217,2022,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55,Credit card,101.52,4.761904762,5.076,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
864,533-66-5566,2015,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,1/12/2019,11:42,Cash,357.49,4.761904762,17.8745,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
865,124-31-1458,2018,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,1/8/2019,14:30,Cash,238.77,4.761904762,11.9385,6.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
866,176-78-1170,2020,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11,Ewallet,101.43,4.761904762,5.0715,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
867,361-59-0574,2017,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,3/15/2019,14:48,Credit card,724.24,4.761904762,36.212,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
868,101-81-4070,2019,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36,Ewallet,125.64,4.761904762,6.282,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
